Country,Commodity,Export_Value,Rank
"China, mainland",c020,18.0,7
Spain,c020,17.0,8
Chile,c020,11.0,9
India,c020,11.0,10
Indonesia,c020,10.0,11
Australia,c020,9.0,12
Mexico,c020,9.0,13
Iran (Islamic Republic of),c020,8.0,14
Nigeria,c020,7.0,15
Guinea-Bissau,c020,7.0,16
Benin,c020,6.0,17
Ghana,c020,6.0,18
Myanmar,c020,5.0,19
Italy,c020,5.0,20
Brazil,c021,962467.0,1
United States of America,c021,859840.0,2
Paraguay,c021,95276.0,3
Argentina,c021,85067.0,4
Canada,c021,60783.0,5
Uruguay,c021,25879.0,6
Ukraine,c021,19587.0,7
Russian Federation,c021,11907.0,8
Croatia,c021,3654.0,9
Serbia,c021,3602.0,10
Romania,c021,1361.0,11
Slovakia,c021,1189.0,12
France,c021,1104.0,13
India,c021,1038.0,14
Ethiopia,c021,980.0,15
Austria,c021,889.0,16
Hungary,c021,750.0,17
"China, mainland",c021,716.0,18
Kazakhstan,c021,570.0,19
Mozambique,c021,521.0,20
Pakistan,c022,102929.0,1
India,c022,1377.0,2
Argentina,c022,1279.0,3
United States of America,c022,1059.0,4
"China, mainland",c022,889.0,5
Sudan,c022,627.0,6
Brazil,c022,499.0,7
Senegal,c022,491.0,8
Myanmar,c022,137.0,9
Nicaragua,c022,128.0,10
Malawi,c022,95.0,11
Viet Nam,c022,92.0,12
United Republic of Tanzania,c022,87.0,13
Benin,c022,56.0,14
Egypt,c022,55.0,15
Madagascar,c022,45.0,16
Bolivia (Plurinational State of),c022,22.0,17
Uzbekistan,c022,22.0,18
Lao People's Democratic Republic,c022,17.0,19
Mexico,c022,14.0,20
Pakistan,c023,136596.0,1
Romania,c023,1615.0,2
Bulgaria,c023,683.0,3
"China, mainland",c023,557.0,4
Republic of Moldova,c023,442.0,5
France,c023,428.0,6
Hungary,c023,384.0,7
Kazakhstan,c023,275.0,8
Argentina,c023,241.0,9
Serbia,c023,166.0,10
Slovakia,c023,117.0,11
Turkey,c023,100.0,12
United States of America,c023,70.0,13
Croatia,c023,61.0,14
Canada,c023,43.0,15
Spain,c023,30.0,16
Greece,c023,24.0,17
Austria,c023,11.0,18
Lithuania,c023,9.0,19
Germany,c023,4.0,20
Pakistan,c024,568434.0,1
Canada,c024,411412.0,2
Ukraine,c024,78208.0,3
Australia,c024,57656.0,4
Russian Federation,c024,25229.0,5
Hungary,c024,23297.0,6
Lithuania,c024,22767.0,7
Romania,c024,17147.0,8
Poland,c024,12955.0,9
Latvia,c024,12605.0,10
Czech Republic,c024,9280.0,11
France,c024,7625.0,12
Slovakia,c024,7498.0,13
Bulgaria,c024,5794.0,14
Belgium,c024,5668.0,15
United States of America,c024,5441.0,16
United Kingdom,c024,2886.0,17
Serbia,c024,2358.0,18
Croatia,c024,2153.0,19
Spain,c024,2114.0,20
Pakistan,c025,3454334.0,1
Indonesia,c026,34933.0,1
Philippines,c026,16051.0,2
Pakistan,c026,7208.0,3
Papua New Guinea,c026,3807.0,4
Viet Nam,c026,3617.0,5
Thailand,c026,3534.0,6
Sri Lanka,c026,3204.0,7
Dominican Republic,c026,1084.0,8
Vanuatu,c026,990.0,9
Malaysia,c026,897.0,10
Ghana,c026,335.0,11
Mexico,c026,234.0,12
Guyana,c026,167.0,13
Costa Rica,c026,166.0,14
Côte d'Ivoire,c026,112.0,15
Nicaragua,c026,83.0,16
Venezuela (Bolivarian Republic of),c026,67.0,17
Kiribati,c026,50.0,18
Timor-Leste,c026,50.0,19
Peru,c026,31.0,20
Pakistan,c027,19000.0,1
Indonesia,c028,250039391.0,1
Malaysia,c028,96081856.0,2
Thailand,c028,13025435.0,3
Nigeria,c028,9986154.0,4
Colombia,c028,6166162.0,5
Cameroon,c028,3030895.0,6
Guatemala,c028,2893542.0,7
Papua New Guinea,c028,2747356.0,8
Ghana,c028,2680152.0,9
Honduras,c028,2532326.0,10
Ecuador,c028,2478628.0,11
Brazil,c028,2348009.0,12
Côte d'Ivoire,c028,2102950.0,13
Democratic Republic of the Congo,c028,2011213.0,14
Mexico,c028,1556027.0,15
Costa Rica,c028,1135187.0,16
Peru,c028,945058.0,17
Guinea,c028,885400.0,18
"China, mainland",c028,667135.0,19
Benin,c028,666667.0,20
Spain,c029,7646702.0,1
Greece,c029,2107151.0,2
Italy,c029,2048434.0,3
Tunisia,c029,1968000.0,4
Morocco,c029,1393711.0,5
Turkey,c029,1286646.0,6
Algeria,c029,780459.0,7
Syrian Arab Republic,c029,664890.0,8
Portugal,c029,597363.0,9
Argentina,c029,251931.0,10
Egypt,c029,135208.0,11
Jordan,c029,132046.0,12
Chile,c029,114485.0,13
Albania,c029,100534.0,14
Lebanon,c029,90667.0,15
Libya,c029,89419.0,16
Israel,c029,75778.0,17
RoW,c029,72040.0,18
Iran (Islamic Republic of),c029,48000.0,19
Peru,c029,40037.0,20
Pakistan,c030,631944.0,1
Russian Federation,c030,147.0,2
Kazakhstan,c030,137.0,3
Canada,c030,122.0,4
Italy,c030,39.0,5
Burkina Faso,c030,29.0,6
Bolivia (Plurinational State of),c030,21.0,7
"China, mainland",c030,21.0,8
India,c030,18.0,9
Benin,c030,17.0,10
Sudan,c030,14.0,11
Austria,c030,6.0,12
United States of America,c030,6.0,13
Serbia,c030,6.0,14
Poland,c030,5.0,15
France,c030,3.0,16
Hungary,c030,3.0,17
Czech Republic,c030,3.0,18
Turkey,c030,3.0,19
United Kingdom,c030,3.0,20
Pakistan,c031,40721.0,1
Italy,c031,4812.0,2
"China, mainland",c031,2868.0,3
Spain,c031,2691.0,4
Mexico,c031,1451.0,5
Turkey,c031,1193.0,6
Portugal,c031,1026.0,7
United States of America,c031,933.0,8
Iran (Islamic Republic of),c031,761.0,9
Morocco,c031,475.0,10
Chile,c031,419.0,11
Netherlands,c031,408.0,12
Greece,c031,233.0,13
Ukraine,c031,207.0,14
Azerbaijan,c031,155.0,15
Jordan,c031,154.0,16
Egypt,c031,103.0,17
France,c031,82.0,18
Uzbekistan,c031,80.0,19
India,c031,79.0,20
Pakistan,c032,170763.0,1
Netherlands,c032,2559.0,2
India,c032,2425.0,3
"China, mainland",c032,1456.0,4
Iran (Islamic Republic of),c032,815.0,5
Mexico,c032,670.0,6
Egypt,c032,625.0,7
Spain,c032,557.0,8
United States of America,c032,552.0,9
Peru,c032,423.0,10
Turkey,c032,365.0,11
Uzbekistan,c032,347.0,12
Argentina,c032,310.0,13
Poland,c032,210.0,14
South Africa,c032,194.0,15
France,c032,152.0,16
Yemen,c032,143.0,17
Afghanistan,c032,141.0,18
Niger,c032,140.0,19
Russian Federation,c032,93.0,20
Pakistan,c033,453646.0,1
"China, mainland",c033,3848.0,2
Spain,c033,2230.0,3
Mexico,c033,2183.0,4
United States of America,c033,907.0,5
Netherlands,c033,803.0,6
Italy,c033,532.0,7
India,c033,512.0,8
Iran (Islamic Republic of),c033,452.0,9
Belgium,c033,413.0,10
Turkey,c033,410.0,11
France,c033,367.0,12
Guatemala,c033,295.0,13
Morocco,c033,292.0,14
Poland,c033,288.0,15
Egypt,c033,259.0,16
Hungary,c033,190.0,17
Germany,c033,185.0,18
New Zealand,c033,169.0,19
Thailand,c033,169.0,20
Pakistan,c034,185931.0,1
Brazil,c034,28.0,2
Spain,c034,10.0,3
Egypt,c034,5.0,4
South Africa,c034,5.0,5
Turkey,c034,3.0,6
"China, mainland",c034,2.0,7
Greece,c034,2.0,8
Morocco,c034,2.0,9
United States of America,c034,2.0,10
Argentina,c034,1.0,11
Australia,c034,1.0,12
Chile,c034,1.0,13
Costa Rica,c034,1.0,14
Israel,c034,1.0,15
Italy,c034,1.0,16
Mexico,c034,1.0,17
Peru,c034,1.0,18
Pakistan,c035,6000.0,1
"China, mainland",c036,543380.0,1
South Africa,c036,47636.0,2
United States of America,c036,45701.0,3
Mexico,c036,42870.0,4
Viet Nam,c036,25657.0,5
Thailand,c036,24910.0,6
Sudan,c036,22000.0,7
Turkey,c036,15267.0,8
Brazil,c036,12000.0,9
Israel,c036,10332.0,10
Iran (Islamic Republic of),c036,8000.0,11
Tunisia,c036,8000.0,12
Argentina,c036,7757.0,13
Bangladesh,c036,7000.0,14
"China, Taiwan Province of",c036,6790.0,15
Spain,c036,5649.0,16
Paraguay,c036,4335.0,17
Eswatini,c036,4324.0,18
Syrian Arab Republic,c036,4007.0,19
Haiti,c036,4000.0,20
"China, mainland",c037,642288.0,1
Nigeria,c037,333018.0,2
Iran (Islamic Republic of),c037,51915.0,3
Colombia,c037,47930.0,4
Angola,c037,36000.0,5
India,c037,34196.0,6
Mexico,c037,22860.0,7
Guinea,c037,20000.0,8
Peru,c037,12000.0,9
Tunisia,c037,12000.0,10
Guatemala,c037,9000.0,11
Sierra Leone,c037,9000.0,12
Philippines,c037,8952.0,13
Kenya,c037,8000.0,14
"China, Taiwan Province of",c037,5945.0,15
Japan,c037,4460.0,16
Côte d'Ivoire,c037,4000.0,17
United Republic of Tanzania,c037,4000.0,18
Thailand,c037,3335.0,19
Italy,c037,2772.0,20
Pakistan,c038,13000.0,1
Cameroon,c039,2919089.0,1
Democratic Republic of the Congo,c039,943564.0,2
Uganda,c039,942406.0,3
Colombia,c039,473947.0,4
Côte d'Ivoire,c039,379662.0,5
Ghana,c039,376156.0,6
Philippines,c039,260035.0,7
Nigeria,c039,258000.0,8
Myanmar,c039,218022.0,9
United Republic of Tanzania,c039,165183.0,10
Bolivia (Plurinational State of),c039,155251.0,11
Dominican Republic,c039,99343.0,12
Venezuela (Bolivarian Republic of),c039,98777.0,13
Sri Lanka,c039,82739.0,14
Gabon,c039,80000.0,15
Haiti,c039,79863.0,16
Rwanda,c039,76000.0,17
Nicaragua,c039,74092.0,18
Central African Republic,c039,53856.0,19
Guinea,c039,41000.0,20
Pakistan,c040,59075.0,1
Poland,c040,379.0,2
"China, mainland",c040,254.0,3
Italy,c040,194.0,4
Chile,c040,153.0,5
Turkey,c040,131.0,6
South Africa,c040,81.0,7
United States of America,c040,80.0,8
Republic of Moldova,c040,74.0,9
Iran (Islamic Republic of),c040,69.0,10
New Zealand,c040,64.0,11
France,c040,51.0,12
Argentina,c040,41.0,13
Spain,c040,39.0,14
Germany,c040,34.0,15
Austria,c040,28.0,16
Serbia,c040,28.0,17
Hungary,c040,26.0,18
Portugal,c040,18.0,19
Ukraine,c040,18.0,20
Costa Rica,c041,536473.0,1
Brazil,c041,492301.0,2
Philippines,c041,293554.0,3
Colombia,c041,220633.0,4
India,c041,150960.0,5
Thailand,c041,149559.0,6
Nigeria,c041,124744.0,7
"China, mainland",c041,112355.0,8
Mexico,c041,99963.0,9
Peru,c041,86815.0,10
Guatemala,c041,74364.0,11
Venezuela (Bolivarian Republic of),c041,71000.0,12
Viet Nam,c041,60937.0,13
Ghana,c041,56624.0,14
Angola,c041,49958.0,15
Dominican Republic,c041,41803.0,16
Indonesia,c041,39730.0,17
Benin,c041,37566.0,18
"China, Taiwan Province of",c041,35086.0,19
Kenya,c041,34696.0,20
Pakistan,c042,16234.0,1
Saudi Arabia,c042,139.0,2
Iraq,c042,134.0,3
Iran (Islamic Republic of),c042,131.0,4
United Arab Emirates,c042,114.0,5
Algeria,c042,81.0,6
Tunisia,c042,76.0,7
Israel,c042,31.0,8
Egypt,c042,21.0,9
Oman,c042,13.0,10
United States of America,c042,9.0,11
Jordan,c042,4.0,12
Turkey,c042,4.0,13
Libya,c042,3.0,14
Mexico,c042,2.0,15
Kuwait,c042,1.0,16
Morocco,c042,1.0,17
Namibia,c042,1.0,18
Niger,c042,1.0,19
Pakistan,c043,2883.0,1
Turkey,c043,489.0,2
Chile,c043,346.0,3
United States of America,c043,289.0,4
Italy,c043,266.0,5
"China, mainland",c043,222.0,6
South Africa,c043,221.0,7
Spain,c043,186.0,8
Peru,c043,160.0,9
Iran (Islamic Republic of),c043,154.0,10
Argentina,c043,135.0,11
India,c043,108.0,12
Uzbekistan,c043,108.0,13
Afghanistan,c043,102.0,14
Mexico,c043,61.0,15
Egypt,c043,58.0,16
Greece,c043,51.0,17
Germany,c043,23.0,18
Brazil,c043,19.0,19
Lebanon,c043,18.0,20
Pakistan,c044,514580.0,1
Thailand,c044,1316.0,2
Mexico,c044,1203.0,3
"China, mainland",c044,1119.0,4
Spain,c044,1018.0,5
Viet Nam,c044,831.0,6
Turkey,c044,758.0,7
Chile,c044,654.0,8
Peru,c044,505.0,9
Greece,c044,492.0,10
Italy,c044,374.0,11
United States of America,c044,358.0,12
South Africa,c044,282.0,13
New Zealand,c044,275.0,14
Egypt,c044,261.0,15
India,c044,259.0,16
Brazil,c044,249.0,17
Poland,c044,237.0,18
Netherlands,c044,220.0,19
Argentina,c044,213.0,20
Brazil,c045,218797.0,1
Viet Nam,c045,101265.0,2
Indonesia,c045,43272.0,3
Uganda,c045,18291.0,4
Ethiopia,c045,16757.0,5
Central African Republic,c045,16000.0,6
Peru,c045,15772.0,7
Colombia,c045,13834.0,8
Lao People's Democratic Republic,c045,9515.0,9
Honduras,c045,9282.0,10
Nicaragua,c045,9068.0,11
India,c045,8722.0,12
Mexico,c045,8146.0,13
Costa Rica,c045,3980.0,14
Côte d'Ivoire,c045,3581.0,15
United Republic of Tanzania,c045,3414.0,16
"China, mainland",c045,3146.0,17
Venezuela (Bolivarian Republic of),c045,2798.0,18
Guatemala,c045,2258.0,19
Kenya,c045,2099.0,20
Côte d'Ivoire,c046,92201.0,1
Brazil,c046,33969.0,2
Indonesia,c046,31876.0,3
Ecuador,c046,21598.0,4
Nigeria,c046,18859.0,5
Cameroon,c046,16940.0,6
Peru,c046,10022.0,7
Ghana,c046,7576.0,8
Dominican Republic,c046,4373.0,9
Colombia,c046,2585.0,10
Guatemala,c046,2448.0,11
Papua New Guinea,c046,2326.0,12
Uganda,c046,2261.0,13
Democratic Republic of the Congo,c046,1176.0,14
Liberia,c046,1131.0,15
Sierra Leone,c046,1124.0,16
Guinea,c046,1076.0,17
Madagascar,c046,1031.0,18
Venezuela (Bolivarian Republic of),c046,892.0,19
Mexico,c046,671.0,20
Kenya,c047,1491.0,1
"China, mainland",c047,928.0,2
Sri Lanka,c047,735.0,3
India,c047,551.0,4
Viet Nam,c047,327.0,5
Uganda,c047,186.0,6
Brazil,c047,129.0,7
Malawi,c047,121.0,8
Indonesia,c047,117.0,9
Argentina,c047,97.0,10
United Republic of Tanzania,c047,62.0,11
Paraguay,c047,54.0,12
Nepal,c047,34.0,13
Zimbabwe,c047,31.0,14
Burundi,c047,23.0,15
Iran (Islamic Republic of),c047,23.0,16
Japan,c047,17.0,17
Turkey,c047,15.0,18
Thailand,c047,9.0,19
Myanmar,c047,8.0,20
Ethiopia,c048,47323.0,1
United States of America,c048,47090.0,2
Germany,c048,46900.0,3
"China, mainland",c048,8131.0,4
Czech Republic,c048,5930.0,5
Poland,c048,3640.0,6
Slovenia,c048,2720.0,7
Democratic People's Republic of Korea,c048,2030.0,8
Albania,c048,1787.0,9
United Kingdom,c048,1307.0,10
Spain,c048,1040.0,11
New Zealand,c048,911.0,12
France,c048,840.0,13
Japan,c048,669.0,14
Australia,c048,606.0,15
Ukraine,c048,510.0,16
Austria,c048,500.0,17
Argentina,c048,474.0,18
South Africa,c048,463.0,19
Russian Federation,c048,221.0,20
Viet Nam,c049,15428.0,1
Brazil,c049,6822.0,2
Indonesia,c049,5460.0,3
India,c049,2927.0,4
Sri Lanka,c049,2091.0,5
Malaysia,c049,1896.0,6
"China, mainland",c049,1215.0,7
Tajikistan,c049,1000.0,8
Madagascar,c049,45.0,9
Ecuador,c049,26.0,10
Cambodia,c049,26.0,11
Mexico,c049,20.0,12
Honduras,c049,9.0,13
Kenya,c049,9.0,14
Rwanda,c049,9.0,15
Ethiopia,c049,6.0,16
Guatemala,c049,4.0,17
Thailand,c049,1.0,18
Pakistan,c050,6643.0,1
India,c050,226.0,2
"China, mainland",c050,71.0,3
Peru,c050,14.0,4
Mexico,c050,11.0,5
Viet Nam,c050,8.0,6
Myanmar,c050,7.0,7
Uzbekistan,c050,6.0,8
Spain,c050,3.0,9
Thailand,c050,3.0,10
Egypt,c050,1.0,11
Hungary,c050,1.0,12
Iran (Islamic Republic of),c050,1.0,13
Morocco,c050,1.0,14
South Africa,c050,1.0,15
Turkey,c050,1.0,16
Indonesia,c051,12784.0,1
Madagascar,c051,1141.0,2
United Republic of Tanzania,c051,1038.0,3
Sri Lanka,c051,1019.0,4
RoW,c051,1019.0,5
Pakistan,c052,1585.0,1
India,c052,982.0,2
"China, mainland",c052,686.0,3
Indonesia,c052,89.0,4
Thailand,c052,73.0,5
Turkey,c052,73.0,6
Viet Nam,c052,66.0,7
Peru,c052,56.0,8
Syrian Arab Republic,c052,52.0,9
Nigeria,c052,49.0,10
Iran (Islamic Republic of),c052,27.0,11
Guatemala,c052,26.0,12
Russian Federation,c052,24.0,13
Myanmar,c052,22.0,14
Bulgaria,c052,21.0,15
Sri Lanka,c052,20.0,16
Nepal,c052,18.0,17
Afghanistan,c052,14.0,18
Egypt,c052,14.0,19
Ethiopia,c052,11.0,20
Pakistan,c061,24580.0,1
Pakistan,c062,645371556.0,1
Pakistan,c063,2117415.0,1
Indonesia,c064,10188472.0,1
Malaysia,c064,4734563.0,2
Thailand,c064,631605.0,3
Nigeria,c064,331703.0,4
Colombia,c064,288670.0,5
Honduras,c064,198111.0,6
Guatemala,c064,184320.0,7
Papua New Guinea,c064,156866.0,8
Brazil,c064,148187.0,9
Ghana,c064,141077.0,10
Côte d'Ivoire,c064,135314.0,11
Ecuador,c064,103897.0,12
Mexico,c064,87819.0,13
Costa Rica,c064,87818.0,14
Cameroon,c064,79963.0,15
Democratic Republic of the Congo,c064,74999.0,16
Peru,c064,65882.0,17
Sierra Leone,c064,36086.0,18
"China, mainland",c064,33240.0,19
Philippines,c064,33000.0,20
India,c065,429736.0,1
Colombia,c065,66935.0,2
Honduras,c065,15835.0,3
Uganda,c065,10955.0,4
Lao People's Democratic Republic,c065,10772.0,5
United Republic of Tanzania,c065,7922.0,6
"China, mainland",c065,5001.0,7
Nicaragua,c065,3718.0,8
Kenya,c065,3365.0,9
Japan,c065,3000.0,10
Philippines,c065,1000.0,11
Haiti,c065,945.0,12
Pakistan,c066,60667.0,1
Brazil,c066,1482.0,2
India,c066,349.0,3
Thailand,c066,266.0,4
Australia,c066,158.0,5
France,c066,109.0,6
Guatemala,c066,83.0,7
Germany,c066,67.0,8
Russian Federation,c066,63.0,9
Mexico,c066,52.0,10
South Africa,c066,43.0,11
Colombia,c066,37.0,12
Eswatini,c066,35.0,13
Poland,c066,32.0,14
Netherlands,c066,30.0,15
El Salvador,c066,29.0,16
Cuba,c066,26.0,17
Belgium,c066,23.0,18
United Arab Emirates,c066,22.0,19
Belarus,c066,21.0,20
Pakistan,c067,266176.0,1
United States of America,c067,499.0,2
Thailand,c067,496.0,3
Austria,c067,327.0,4
"China, mainland",c067,269.0,5
Russian Federation,c067,213.0,6
Germany,c067,196.0,7
Mexico,c067,174.0,8
India,c067,161.0,9
Guatemala,c067,118.0,10
Malaysia,c067,102.0,11
Hungary,c067,89.0,12
Netherlands,c067,82.0,13
Indonesia,c067,79.0,14
Republic of Korea,c067,79.0,15
Poland,c067,78.0,16
El Salvador,c067,64.0,17
Spain,c067,61.0,18
South Africa,c067,58.0,19
