Country,Commodity,Export_Value,Rank
India,c022,1712.0,2
Argentina,c022,1590.0,3
United States of America,c022,1316.0,4
"China, mainland",c022,1106.0,5
Sudan,c022,779.0,6
Brazil,c022,620.0,7
Senegal,c022,611.0,8
Myanmar,c022,171.0,9
Nicaragua,c022,161.0,10
Malawi,c022,117.0,11
Viet Nam,c022,114.0,12
United Republic of Tanzania,c022,109.0,13
Benin,c022,69.0,14
Egypt,c022,68.0,15
Madagascar,c022,57.0,16
Uzbekistan,c022,28.0,17
Bolivia (Plurinational State of),c022,27.0,18
Lao People's Democratic Republic,c022,21.0,19
Mexico,c022,19.0,20
Greece,c023,273856.0,1
Romania,c023,3068.0,2
Bulgaria,c023,1297.0,3
"China, mainland",c023,1059.0,4
Republic of Moldova,c023,840.0,5
France,c023,815.0,6
Hungary,c023,729.0,7
Kazakhstan,c023,522.0,8
Argentina,c023,458.0,9
Serbia,c023,316.0,10
Slovakia,c023,220.0,11
Turkey,c023,191.0,12
United States of America,c023,134.0,13
Croatia,c023,117.0,14
Canada,c023,80.0,15
Spain,c023,59.0,16
Austria,c023,21.0,17
Lithuania,c023,17.0,18
Germany,c023,8.0,19
Mozambique,c023,8.0,20
Greece,c024,12373.0,1
Canada,c024,2611.0,2
Ukraine,c024,497.0,3
Australia,c024,366.0,4
Russian Federation,c024,159.0,5
Hungary,c024,148.0,6
Lithuania,c024,144.0,7
Romania,c024,107.0,8
Poland,c024,82.0,9
Latvia,c024,80.0,10
Czech Republic,c024,58.0,11
France,c024,48.0,12
Slovakia,c024,48.0,13
Bulgaria,c024,36.0,14
United States of America,c024,35.0,15
Belgium,c024,35.0,16
United Kingdom,c024,18.0,17
Serbia,c024,16.0,18
Croatia,c024,14.0,19
Spain,c024,14.0,20
Greece,c025,900746.0,1
Indonesia,c026,9943665.0,1
Philippines,c026,7215750.0,2
India,c026,4687828.0,3
Viet Nam,c026,1317864.0,4
Mexico,c026,1042920.0,5
Sri Lanka,c026,673050.0,6
Papua New Guinea,c026,419732.0,7
Brazil,c026,344537.0,8
Malaysia,c026,312948.0,9
Thailand,c026,256634.0,10
Vanuatu,c026,227214.0,11
United Republic of Tanzania,c026,173973.0,12
Ghana,c026,173315.0,13
Venezuela (Bolivarian Republic of),c026,164165.0,14
RoW,c026,151722.0,15
Bangladesh,c026,134617.0,16
Nigeria,c026,132753.0,17
Côte d'Ivoire,c026,121868.0,18
Mozambique,c026,117052.0,19
"China, mainland",c026,93586.0,20
Sudan,c027,3522.0,1
Nigeria,c027,1936.0,2
Ethiopia,c027,1759.0,3
India,c027,1678.0,4
United Republic of Tanzania,c027,1146.0,5
Myanmar,c027,986.0,6
Brazil,c027,489.0,7
Burkina Faso,c027,432.0,8
Chad,c027,397.0,9
Mozambique,c027,377.0,10
Greece,c027,331.0,11
Paraguay,c027,249.0,12
Pakistan,c027,235.0,13
Mali,c027,229.0,14
Uganda,c027,207.0,15
"China, mainland",c027,160.0,16
Egypt,c027,127.0,17
Somalia,c027,121.0,18
Bangladesh,c027,99.0,19
Guatemala,c027,82.0,20
Indonesia,c028,250039391.0,1
Malaysia,c028,96081856.0,2
Thailand,c028,13025435.0,3
Nigeria,c028,9986154.0,4
Colombia,c028,6166162.0,5
Cameroon,c028,3030895.0,6
Guatemala,c028,2893542.0,7
Papua New Guinea,c028,2747356.0,8
Ghana,c028,2680152.0,9
Honduras,c028,2532326.0,10
Ecuador,c028,2478628.0,11
Brazil,c028,2348009.0,12
Côte d'Ivoire,c028,2102950.0,13
Democratic Republic of the Congo,c028,2011213.0,14
Mexico,c028,1556027.0,15
Costa Rica,c028,1135187.0,16
Peru,c028,945058.0,17
Guinea,c028,885400.0,18
"China, mainland",c028,667135.0,19
Benin,c028,666667.0,20
Greece,c029,2050872.0,1
Spain,c029,3442.0,2
Morocco,c029,581.0,3
Peru,c029,501.0,4
Turkey,c029,496.0,5
Portugal,c029,348.0,6
Argentina,c029,339.0,7
Italy,c029,200.0,8
Jordan,c029,65.0,9
Syrian Arab Republic,c029,59.0,10
Albania,c029,56.0,11
Lebanon,c029,13.0,12
North Macedonia,c029,11.0,13
Egypt,c029,7.0,14
France,c029,7.0,15
Iraq,c029,3.0,16
Greece,c030,438.0,1
Russian Federation,c030,130.0,2
Kazakhstan,c030,121.0,3
Canada,c030,109.0,4
Italy,c030,34.0,5
Burkina Faso,c030,26.0,6
Bolivia (Plurinational State of),c030,18.0,7
"China, mainland",c030,17.0,8
India,c030,16.0,9
Benin,c030,15.0,10
Sudan,c030,13.0,11
United States of America,c030,6.0,12
Serbia,c030,5.0,13
Austria,c030,4.0,14
Poland,c030,4.0,15
United Kingdom,c030,4.0,16
Ukraine,c030,4.0,17
France,c030,3.0,18
Hungary,c030,3.0,19
Czech Republic,c030,3.0,20
Greece,c031,85230.0,1
Italy,c031,1205.0,2
"China, mainland",c031,718.0,3
Spain,c031,674.0,4
Mexico,c031,363.0,5
Turkey,c031,299.0,6
Portugal,c031,257.0,7
United States of America,c031,234.0,8
Iran (Islamic Republic of),c031,190.0,9
Morocco,c031,119.0,10
Chile,c031,105.0,11
Netherlands,c031,102.0,12
Ukraine,c031,52.0,13
Azerbaijan,c031,39.0,14
Jordan,c031,39.0,15
Egypt,c031,26.0,16
France,c031,20.0,17
India,c031,20.0,18
Syrian Arab Republic,c031,20.0,19
Uzbekistan,c031,20.0,20
Greece,c032,14484.0,1
Netherlands,c032,283.0,2
India,c032,268.0,3
"China, mainland",c032,161.0,4
Iran (Islamic Republic of),c032,90.0,5
Mexico,c032,74.0,6
Egypt,c032,69.0,7
Spain,c032,62.0,8
United States of America,c032,61.0,9
Pakistan,c032,52.0,10
Peru,c032,47.0,11
Turkey,c032,40.0,12
Uzbekistan,c032,38.0,13
Argentina,c032,34.0,14
Poland,c032,23.0,15
South Africa,c032,21.0,16
France,c032,17.0,17
Afghanistan,c032,16.0,18
Niger,c032,16.0,19
Yemen,c032,16.0,20
Greece,c033,230401.0,1
"China, mainland",c033,4975.0,2
Spain,c033,2884.0,3
Mexico,c033,2823.0,4
United States of America,c033,1171.0,5
Netherlands,c033,1036.0,6
Italy,c033,686.0,7
India,c033,662.0,8
Iran (Islamic Republic of),c033,585.0,9
Belgium,c033,535.0,10
Turkey,c033,531.0,11
France,c033,476.0,12
Guatemala,c033,381.0,13
Morocco,c033,377.0,14
Poland,c033,373.0,15
Egypt,c033,335.0,16
Hungary,c033,244.0,17
Germany,c033,240.0,18
New Zealand,c033,219.0,19
Thailand,c033,219.0,20
Greece,c034,104818.0,1
Brazil,c034,1304.0,2
Spain,c034,468.0,3
South Africa,c034,250.0,4
Egypt,c034,243.0,5
Turkey,c034,161.0,6
"China, mainland",c034,108.0,7
United States of America,c034,98.0,8
Morocco,c034,79.0,9
Pakistan,c034,72.0,10
Mexico,c034,56.0,11
Italy,c034,41.0,12
Peru,c034,34.0,13
Chile,c034,33.0,14
Australia,c034,31.0,15
Argentina,c034,24.0,16
Costa Rica,c034,24.0,17
Israel,c034,24.0,18
India,c034,19.0,19
Portugal,c034,15.0,20
Greece,c035,7728.0,1
Argentina,c035,286.0,2
Mexico,c035,261.0,3
Spain,c035,197.0,4
South Africa,c035,157.0,5
Turkey,c035,130.0,6
Brazil,c035,40.0,7
Egypt,c035,37.0,8
Peru,c035,33.0,9
"China, mainland",c035,26.0,10
Chile,c035,25.0,11
United States of America,c035,18.0,12
Italy,c035,14.0,13
Colombia,c035,9.0,14
India,c035,6.0,15
Uruguay,c035,5.0,16
Morocco,c035,4.0,17
Somalia,c035,4.0,18
Portugal,c035,3.0,19
Thailand,c035,2.0,20
"China, mainland",c036,543380.0,1
South Africa,c036,47636.0,2
United States of America,c036,45701.0,3
Mexico,c036,42870.0,4
Viet Nam,c036,25657.0,5
Thailand,c036,24910.0,6
Sudan,c036,22000.0,7
Turkey,c036,15267.0,8
Brazil,c036,12000.0,9
Israel,c036,10332.0,10
Iran (Islamic Republic of),c036,8000.0,11
Tunisia,c036,8000.0,12
Argentina,c036,7757.0,13
Bangladesh,c036,7000.0,14
"China, Taiwan Province of",c036,6790.0,15
Spain,c036,5649.0,16
Paraguay,c036,4335.0,17
Eswatini,c036,4324.0,18
Syrian Arab Republic,c036,4007.0,19
Haiti,c036,4000.0,20
Greece,c037,943.0,1
Spain,c037,15.0,2
Mexico,c037,13.0,3
Italy,c037,9.0,4
United States of America,c037,4.0,5
Thailand,c037,3.0,6
Brazil,c037,2.0,7
Israel,c037,2.0,8
Bolivia (Plurinational State of),c037,1.0,9
Egypt,c037,1.0,10
India,c037,1.0,11
Iran (Islamic Republic of),c037,1.0,12
South Africa,c037,1.0,13
"China, Taiwan Province of",c037,1.0,14
United Arab Emirates,c037,1.0,15
Viet Nam,c037,1.0,16
India,c038,6320480.0,1
Angola,c038,2705910.0,2
"China, mainland",c038,2304065.0,3
United Republic of Tanzania,c038,1196589.0,4
Guatemala,c038,1128690.0,5
Philippines,c038,1017345.0,6
Brazil,c038,1003626.0,7
Ecuador,c038,622423.0,8
Rwanda,c038,558000.0,9
Costa Rica,c038,465279.0,10
Burundi,c038,416449.0,11
Thailand,c038,410855.0,12
Dominican Republic,c038,357719.0,13
Colombia,c038,274508.0,14
Mexico,c038,254061.0,15
Viet Nam,c038,239785.0,16
Peru,c038,196392.0,17
Côte d'Ivoire,c038,188042.0,18
Kenya,c038,156021.0,19
Papua New Guinea,c038,125000.0,20
Cameroon,c039,2919089.0,1
Democratic Republic of the Congo,c039,943564.0,2
Uganda,c039,942406.0,3
Colombia,c039,473947.0,4
Côte d'Ivoire,c039,379662.0,5
Ghana,c039,376156.0,6
Philippines,c039,260035.0,7
Nigeria,c039,258000.0,8
Myanmar,c039,218022.0,9
United Republic of Tanzania,c039,165183.0,10
Bolivia (Plurinational State of),c039,155251.0,11
Dominican Republic,c039,99343.0,12
Venezuela (Bolivarian Republic of),c039,98777.0,13
Sri Lanka,c039,82739.0,14
Gabon,c039,80000.0,15
Haiti,c039,79863.0,16
Rwanda,c039,76000.0,17
Nicaragua,c039,74092.0,18
Central African Republic,c039,53856.0,19
Guinea,c039,41000.0,20
Greece,c040,74875.0,1
Poland,c040,1632.0,2
"China, mainland",c040,1091.0,3
Italy,c040,836.0,4
Chile,c040,660.0,5
Turkey,c040,565.0,6
South Africa,c040,349.0,7
United States of America,c040,343.0,8
Republic of Moldova,c040,319.0,9
Iran (Islamic Republic of),c040,299.0,10
New Zealand,c040,278.0,11
France,c040,219.0,12
Argentina,c040,174.0,13
Spain,c040,166.0,14
Germany,c040,147.0,15
Austria,c040,122.0,16
Serbia,c040,121.0,17
Hungary,c040,111.0,18
Ukraine,c040,76.0,19
Portugal,c040,74.0,20
Costa Rica,c041,536473.0,1
Brazil,c041,492301.0,2
Philippines,c041,293554.0,3
Colombia,c041,220633.0,4
India,c041,150960.0,5
Thailand,c041,149559.0,6
Nigeria,c041,124744.0,7
"China, mainland",c041,112355.0,8
Mexico,c041,99963.0,9
Peru,c041,86815.0,10
Guatemala,c041,74364.0,11
Venezuela (Bolivarian Republic of),c041,71000.0,12
Viet Nam,c041,60937.0,13
Ghana,c041,56624.0,14
Angola,c041,49958.0,15
Dominican Republic,c041,41803.0,16
Indonesia,c041,39730.0,17
Benin,c041,37566.0,18
"China, Taiwan Province of",c041,35086.0,19
Kenya,c041,34696.0,20
Iraq,c042,209800.0,1
Egypt,c042,171806.0,2
Iran (Islamic Republic of),c042,160693.0,3
United Arab Emirates,c042,137894.0,4
Tunisia,c042,94562.0,5
Libya,c042,68883.0,6
Algeria,c042,58223.0,7
Sudan,c042,50892.0,8
Oman,c042,42589.0,9
Saudi Arabia,c042,35807.0,10
Morocco,c042,33770.0,11
Pakistan,c042,27063.0,12
"China, mainland",c042,16651.0,13
Kuwait,c042,11210.0,14
Israel,c042,5653.0,15
United States of America,c042,4171.0,16
Yemen,c042,4119.0,17
Turkey,c042,3437.0,18
Qatar,c042,3007.0,19
Mauritania,c042,2542.0,20
Greece,c043,465675.0,1
Turkey,c043,3089.0,2
Chile,c043,2183.0,3
United States of America,c043,1824.0,4
Italy,c043,1683.0,5
"China, mainland",c043,1403.0,6
South Africa,c043,1396.0,7
Spain,c043,1177.0,8
Peru,c043,1012.0,9
Iran (Islamic Republic of),c043,970.0,10
Argentina,c043,855.0,11
India,c043,681.0,12
Uzbekistan,c043,680.0,13
Afghanistan,c043,644.0,14
Mexico,c043,387.0,15
Egypt,c043,364.0,16
Germany,c043,144.0,17
Brazil,c043,119.0,18
Lebanon,c043,112.0,19
Republic of Moldova,c043,100.0,20
Greece,c044,247907.0,1
Thailand,c044,1011.0,2
Mexico,c044,925.0,3
"China, mainland",c044,859.0,4
Spain,c044,783.0,5
Viet Nam,c044,640.0,6
Turkey,c044,582.0,7
Chile,c044,503.0,8
Peru,c044,388.0,9
Italy,c044,287.0,10
United States of America,c044,275.0,11
South Africa,c044,216.0,12
New Zealand,c044,210.0,13
Egypt,c044,201.0,14
India,c044,199.0,15
Brazil,c044,190.0,16
Poland,c044,182.0,17
Netherlands,c044,170.0,18
Argentina,c044,164.0,19
Serbia,c044,162.0,20
Brazil,c045,218797.0,1
Viet Nam,c045,101265.0,2
Indonesia,c045,43272.0,3
Uganda,c045,18291.0,4
Ethiopia,c045,16757.0,5
Central African Republic,c045,16000.0,6
Peru,c045,15772.0,7
Colombia,c045,13834.0,8
Lao People's Democratic Republic,c045,9515.0,9
Honduras,c045,9282.0,10
Nicaragua,c045,9068.0,11
India,c045,8722.0,12
Mexico,c045,8146.0,13
Costa Rica,c045,3980.0,14
Côte d'Ivoire,c045,3581.0,15
United Republic of Tanzania,c045,3414.0,16
"China, mainland",c045,3146.0,17
Venezuela (Bolivarian Republic of),c045,2798.0,18
Guatemala,c045,2258.0,19
Kenya,c045,2099.0,20
Côte d'Ivoire,c046,92201.0,1
Brazil,c046,33969.0,2
Indonesia,c046,31876.0,3
Ecuador,c046,21598.0,4
Nigeria,c046,18859.0,5
Cameroon,c046,16940.0,6
Peru,c046,10022.0,7
Ghana,c046,7576.0,8
Dominican Republic,c046,4373.0,9
Colombia,c046,2585.0,10
Guatemala,c046,2448.0,11
Papua New Guinea,c046,2326.0,12
Uganda,c046,2261.0,13
Democratic Republic of the Congo,c046,1176.0,14
Liberia,c046,1131.0,15
Sierra Leone,c046,1124.0,16
Guinea,c046,1076.0,17
Madagascar,c046,1031.0,18
Venezuela (Bolivarian Republic of),c046,892.0,19
Mexico,c046,671.0,20
"China, mainland",c047,158061.0,1
India,c047,57833.0,2
Kenya,c047,32804.0,3
Indonesia,c047,32631.0,4
Bangladesh,c047,18974.0,5
Argentina,c047,17900.0,6
Sri Lanka,c047,17842.0,7
Viet Nam,c047,15202.0,8
Malawi,c047,11482.0,9
Turkey,c047,5961.0,10
Thailand,c047,4503.0,11
Myanmar,c047,4349.0,12
Iran (Islamic Republic of),c047,3792.0,13
Uganda,c047,3739.0,14
Japan,c047,3723.0,15
United Republic of Tanzania,c047,2247.0,16
Rwanda,c047,2000.0,17
Mozambique,c047,1975.0,18
Nepal,c047,1134.0,19
Burundi,c047,1091.0,20
Ethiopia,c048,47323.0,1
United States of America,c048,47090.0,2
Germany,c048,46900.0,3
"China, mainland",c048,8131.0,4
Czech Republic,c048,5930.0,5
Poland,c048,3640.0,6
Slovenia,c048,2720.0,7
Democratic People's Republic of Korea,c048,2030.0,8
Albania,c048,1787.0,9
United Kingdom,c048,1307.0,10
Spain,c048,1040.0,11
New Zealand,c048,911.0,12
France,c048,840.0,13
Japan,c048,669.0,14
Australia,c048,606.0,15
Ukraine,c048,510.0,16
Austria,c048,500.0,17
Argentina,c048,474.0,18
South Africa,c048,463.0,19
Russian Federation,c048,221.0,20
Viet Nam,c049,15428.0,1
Brazil,c049,6822.0,2
Indonesia,c049,5460.0,3
India,c049,2927.0,4
Sri Lanka,c049,2091.0,5
Malaysia,c049,1896.0,6
"China, mainland",c049,1215.0,7
Tajikistan,c049,1000.0,8
Madagascar,c049,45.0,9
Ecuador,c049,26.0,10
Cambodia,c049,26.0,11
Mexico,c049,20.0,12
Honduras,c049,9.0,13
Kenya,c049,9.0,14
Rwanda,c049,9.0,15
Ethiopia,c049,6.0,16
Guatemala,c049,4.0,17
Thailand,c049,1.0,18
India,c050,85540.0,1
"China, mainland",c050,17911.0,2
Ethiopia,c050,15000.0,3
Thailand,c050,13197.0,4
Myanmar,c050,7213.0,5
Bangladesh,c050,7071.0,6
Pakistan,c050,6667.0,7
Nigeria,c050,5815.0,8
Viet Nam,c050,5405.0,9
Côte d'Ivoire,c050,3997.0,10
Peru,c050,3915.0,11
