id,landuse,blue,green,p_application,n_application,CH4,CO2,N2O,landuse_bd,water_bd,P_bd,N_bd,CH4_bd,CO2_bd,N2O_bd
1_c085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c090,0,0,0,0,0,16.0738199193029,5619.58551280431,0.102737688558061,0,0,0,0,4.35697703978744E-12,3.54691875661304E-13,2.11814977418078E-14
1_c091,0,0,0,0,0,31.311645587076,10946.898173961,0.200132022675099,0,0,0,0,8.48734909223543E-12,6.90936339904173E-13,4.12613525362736E-14
1_c092,0,0,0,0,0,14.657146118514,5124.30065785068,0.0936828532753147,0,0,0,0,3.97297278604479E-12,3.23430937681116E-13,1.93146563150072E-14
1_c093,0,0,0,0,0,95.5559530440791,33407.4197723128,0.610756982036479,0,0,0,0,2.59014406978695E-11,2.1085790674503E-12,1.25920174157782E-13
1_c094,0,0,0,0,0,9.89299176215371,3458.69951660515,0.0632322068848764,0,0,0,0,2.68159890921431E-12,2.18303043186781E-13,1.30366262482596E-14
1_c095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c096,0,29,0,0,0,12519.8119517795,3152.83323973168,661.931388742422,0,2.86681578673285E-14,0,0,2.44445466742877E-12,2.76267595779812E-10,1.36470835704618E-10
1_c097,0,29,0,0,0,0,0,0,0,2.86681578673285E-14,0,0,0,0,0
1_c098,0,2,0,0,0,4361.84679469019,0,229.934768231614,0,1.97711433567783E-15,0,0,0,9.62504015052448E-11,4.74058044561574E-11
1_c099,0,2,0,0,0,1119.85899368765,0,73.4469404872962,0,1.97711433567783E-15,0,0,0,2.47112938269422E-11,1.51426046848929E-11
1_c100,0,5,0,0,0,488.686250646573,19624.412303775,80.66314796759,0,4.94278583919456E-15,0,0,1.52151993473629E-11,1.07835625708092E-11,1.663037499191E-11
1_c101,0,0,0,0,0,867.278384661858,47013.0686368701,1122.03939320997,0,0,0,0,3.64501723755381E-11,1.91377406565819E-11,2.31331609724362E-10
1_c102,0,15,0,0,0,0,0,0,0,1.48283575175837E-14,0,0,0,0,0
1_c103,0,7,0,0,0,0,0,0,0,6.91990017487239E-15,0,0,0,0,0
1_c104,0,7,0,0,0,0,0,0,0,6.91990017487239E-15,0,0,0,0,0
1_c105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c109,0,0,0,0,0,14435.7928019116,2740.03572819801,722.932129342398,0,0,0,0,2.12440450078648E-12,3.18546459477196E-10,1.49047399061275E-10
1_c110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c113,0,9,0,0,0,0,0,0,0,8.89701451055021E-15,0,0,0,0,0
1_c114,0,8,0,0,0,0,0,0,0,7.9084573427113E-15,0,0,0,0,0
1_c115,0,7,0,0,0,0,0,0,0,6.91990017487239E-15,0,0,0,0,0
1_c116,0,2,0,0,0,0,0,0,0,1.97711433567783E-15,0,0,0,0,0
1_c117,0,6,0,0,0,0,0,0,0,5.93134300703348E-15,0,0,0,0,0
1_c118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c121,0,0,0,0,0,2.86329220681611,1001.03867563094,0.0183010649908634,0,0,0,0,7.76125305990184E-13,6.31826465955607E-14,3.77314276987629E-15
1_c122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c123,0,0,0,0,0,1.60424057005626,11947.2522393648,0.0962544342033754,0,0,0,0,9.26294360622434E-12,3.53998675897751E-14,1.98448408693327E-14
1_c126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_c138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c001,3356.96361497808,2544,359,0.017456210797886,0.671392722995616,25001.5006603702,435.631675159019,303.288846768422,1.66754161178435E-12,3.52104310700386E-12,0,2.15706785196283E-13,3.37753950384291E-13,5.51693947555349E-10,6.252926373081E-11
2_c002,5145.61234329797,426,2310,0.0540289296046287,1.0291224686596,2766.48056899081,5531.79409999537,4507.41523627409,2.55603684897746E-12,5.89608633484137E-13,0,3.306391202713E-13,4.28891060160841E-12,6.10463590435977E-11,9.29296804206121E-10
2_c003,6739.27847397794,2058,1399,0.0613274341131993,0,0.0202262545533665,149.876546240446,46.7698520177133,3.34767622699841E-12,2.84839100401492E-12,0,0,1.16202283831143E-13,4.46321297684892E-16,9.64257157039329E-12
2_c004,5169.624985282,4552,924,0.0217124249381844,0.5169624985282,340.256919834508,590.453577980563,131.4376570482,2.56796491383303E-12,6.30023121976477E-12,0,1.66091044488851E-13,4.5779046807989E-13,7.50825663773352E-12,2.7098589378732E-11
2_c005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c007,7583.11345646438,0,2698,0.0037915567282321,0,0.0002629777853709,1.94866538959858,0.496754752913137,3.76684369741636E-12,0,0,0,1.51083924986357E-15,5.80298176903525E-18,1.02416258577937E-13
2_c008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c010,627.476195208062,150,117,0.0088474143524336,0.188242858562419,0.01439081213268,106.635917903159,600.303845277474,3.11693180481611E-13,2.0760867376202E-13,0,6.0479150973644E-14,8.26769598686774E-14,3.17553896538309E-16,1.2376504398342E-10
2_c011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c015,382.458056189814,0,332,0.0065017869552268,0.0764916112379629,0.0002972524689078,2.20264079460711,1.27004305982268,1.89982614233023E-13,0,0,2.45754220882918E-14,1.70775146087478E-15,6.55930178832363E-18,2.61845624339015E-13
2_c016,689.586645468998,0,504,0.0207565580286169,0.413751987281399,0.0001145985878772,0.849175536170167,0.974375733192554,3.42545990406228E-13,0,0,1.32931305312385E-13,6.58382776703454E-16,2.52878209948672E-18,2.00887694496131E-13
2_c017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c019,17329.7221386298,3261,1098,0.0381253887049855,0,0.0041323539854278,30.6207430320207,8.01970651401579,8.60838427258745E-12,4.51341256758632E-12,0,0,2.37408744875863E-14,9.11863137291789E-17,1.65342823846565E-12
2_c020,5640.52757010871,30125,9897,0.0631739087852176,0.564052757010871,0.0043491237229944,32.2270067873885,5.18808775201825,2.80188155558385E-12,4.1694741980539E-11,0,1.81220324154019E-13,2.49862429023981E-14,9.59696486918745E-17,1.06963151055877E-12
2_c021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c023,9354.00516795866,4586,840,0.0935400516795866,1.87080103359173,1.15156148382448E-05,0.0853307059513939,0.051495702785021,4.64651829552784E-12,6.3472891858175E-12,0,6.01055779838397E-13,6.61586029382347E-17,2.54108547120473E-19,1.06169033736563E-14
2_c024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c025,7661.14876724906,6849,441,0.0413702033431449,0.766114876724906,0.018233870883793,135.112983248906,38.5500772993146,3.80560703918789E-12,9.47941204397384E-12,0,2.46139362982722E-13,1.04755798172542E-13,4.02356496265826E-16,7.94789513685122E-12
2_c026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c027,15496.8343089237,5528,2481,0.313036053040258,6.19873372356947,0.0044295145488838,32.8227028072295,27.4067709238724,7.69791365797283E-12,7.65107165704298E-12,0,1.99154515383045E-12,2.54480979405012E-14,9.77435874919759E-17,5.65047223255538E-12
2_c028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c029,2801.15728563914,8987,4109,0,3.92162019989479,0.0002515682054743,1.86412040256466,4.75250900886261,1.39144979531947E-12,1.24385276739952E-11,0,1.25994824952196E-12,1.44528983051643E-15,5.55121303488522E-18,9.79827950696544E-13
2_c030,9086.10007014262,10512,4785,0,0,0.0149410535917436,110.71320711482,87.8157817825013,4.51343883746517E-12,1.45492158572424E-11,0,0,8.58381637402621E-14,3.2969576301197E-16,1.81050382739528E-11
2_c031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c032,593.578032306154,0,0,0.0046892664552186,0.0593578032306154,0.0676216399385649,501.076351944766,9.17764859551237,2.94854571641835E-13,0,0,1.9070628073032E-14,3.88494517189816E-13,1.49216840959501E-15,1.89216192936918E-12
2_c033,895.860677337035,660,424,0.0084210903669681,0.0895860677337035,0.638081645486284,4728.18499305336,146.194383947802,4.45010768408515E-13,9.13478164552889E-13,0,2.87824428346385E-14,3.66585638881413E-12,1.40801860913467E-14,3.0140993601441E-11
2_c034,1382.87237587471,1210,419,0.0121692769076974,0.276574475174942,4.40397531018285E-05,0.326334570484549,0.471369467400962,6.86929468126876E-13,1.67470996834696E-12,0,8.88585605175308E-14,2.53013719188081E-16,9.71800275837959E-19,9.71825573403679E-14
2_c035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c037,1189.40397350993,1261,437,0,14.9864900662252,4.35367526673023E-05,0.32260733726471,0.432918829928931,5.9082577189697E-13,1.74529691742605E-12,0,4.81489817038509E-12,2.50123920728075E-16,9.60700850282848E-19,8.92551637790009E-14
2_c038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c040,946.735731400702,1424,495,0.0083312744363261,0.18934714628014,0.0049409508740634,36.6124459768098,26.3276101240724,4.70282495892966E-13,1.97089834291411E-12,0,6.08339393789438E-14,2.83863616147402E-14,1.09029163065795E-16,5.42798093102009E-12
2_c041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c043,932.008029136828,997,255,0.008201670656404,0.186401605827366,0.0200792724640028,148.787408958261,70.972707268036,4.62966641690256E-13,1.37990565160489E-12,0,5.98875885473489E-14,1.15357853913519E-13,4.43077927208754E-16,1.46324903725892E-11
2_c044,1341.23335094746,6972,2544,0.0118028534883376,0.268246670189492,0.009585155648521,71.0260033555406,34.159181905253,6.66245655400843E-13,9.6496511564587E-12,0,8.61829818589806E-14,5.50678809216177E-14,2.11510198107712E-16,7.04262130619394E-12
2_c045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c052,14645.9039983554,8486,1364,0,0,0.002119099256103,15.7025254877238,46.4164450485645,7.27522164687388E-12,1.174511470363E-11,0,0,1.2174482061142E-14,4.67609624615149E-17,9.56970941995925E-12
2_c053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c062,3893.65330316304,0,9459000412,0.003893653303163,0,0,0,0,1.93413740795888E-12,0,0,0,0,0,0
2_c063,0,0,0,0,0,65.555230228316,23318.2260682834,0.422036388124014,0,0,0,0,1.80790870352615E-11,1.44657011748445E-12,8.701152349712E-14
2_c064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c066,0,0,0,0,0,2.26989911012006,793.581875297709,0.0145083240327759,0,0,0,0,6.1527989955582E-13,5.00885773868571E-14,2.99119083805343E-15
2_c067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c070,0,0,0,0,0,0.954141640514623,333.578487697269,0.0060985072120753,0,0,0,0,2.58630073081447E-13,2.10545029009732E-14,1.25733329758504E-15
2_c071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c072,0,0,0,0,0,3.09195238438026,1080.98080685089,0.0197625730969735,0,0,0,0,8.38106039167635E-13,6.82283611597682E-14,4.07446287045177E-15
2_c073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c076,0,0,0,0,0,1.35667293065968,474.307886054723,0.008671332746355,0,0,0,0,3.67740390215948E-13,2.99369327795397E-14,1.78777445320452E-15
2_c077,0,0,0,0,0,0.737990035201295,258.00949190869,0.0047169490995984,0,0,0,0,2.00039919266646E-13,1.62848079124337E-14,9.72496540496939E-16
2_c078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c080,0,0,0,0,0,7.09708594322771,2481.21986870058,0.0453618498257221,0,0,0,0,1.92373938860093E-12,1.56607373827171E-13,9.35228281980235E-15
2_c081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c083,0,0,0,0,0,1.59744229472477,558.483523023409,0.0102102381256505,0,0,0,0,4.3300344507051E-13,3.5249853900391E-14,2.10505160119078E-15
2_c084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c085,0,0,0,0,0,7.95725234423035,2781.94357158781,0.0508597033700556,0,0,0,0,2.15689648992346E-12,1.75588178370469E-13,1.04857789502733E-14
2_c086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c088,0,0,0,0,0,2.30200387769425,804.806057704731,0.0147135253868302,0,0,0,0,6.23982232659632E-13,5.07970151002151E-14,3.03349733801971E-15
2_c089,0,0,0,0,0,25.0082082033824,8743.1466338722,0.159842869877421,0,0,0,0,6.7787364481738E-12,5.51841959106057E-13,3.29549110445412E-14
2_c090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c095,0,0,0,0,0,38.1144048406253,13557.4279189684,0.245375780062257,0,0,0,0,1.05113450141346E-11,8.41048973455335E-13,5.0589288159289E-14
2_c096,0,29,0,0,0,34618.4916813507,0,326.257433879649,0,4.01376769273239E-14,0,0,0,7.63906638787079E-10,6.72647126479231E-11
2_c097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c098,0,2,0,0,0,70033.790670148,0,3272.16152852734,0,2.76811565016027E-15,0,0,0,1.54539597290344E-09,6.74623723777502E-10
2_c099,0,2,0,0,0,38179.7011112551,0,2428.90018874,0,2.76811565016027E-15,0,0,0,8.42489829258104E-10,5.00767971179319E-10
2_c100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c101,0,0,0,0,0,13.4506303700922,0,14.3088205009548,0,0,0,0,0,2.96807438352947E-13,2.95005906189551E-12
2_c102,0,15,0,0,0,0,0,0,0,2.0760867376202E-14,0,0,0,0,0
2_c103,0,7,0,0,0,0,0,0,0,9.68840477556094E-15,0,0,0,0,0
2_c104,0,7,0,0,0,0,0,0,0,9.68840477556094E-15,0,0,0,0,0
